OBJECTNUMMER;FUNCTIE2_OMS;ZAAKNAAM;FUNCTIE2_ENG;FUNCTIE1_ID;FUNCTIE1_OMS;FUNCTIE1_ENG;FUNCTIE2_ID;LAAG;ADRESSEN_LIJST;ADRESSEN_VOT;ADRESSEN_AANTAL;OPPERVLAKTE_SOM;OPPERVLAKTE_NUL;CHECKDATUM;ZAAK_ID;COORDS;LNG;LAT;
26865;"Theater - Muziekpodium - Evenementenhal";"THEATER AMSTERDAM";"Theater - Music stage - Events hall";"U";"Uitgaan en Toerisme";"Going Out and Tourism";"U01";1;"Danzigerkade 5 - 6341 m2<br>";"03630022577559";1;6341;0;"2017-09-03";20136190;"POLYGON((4.877431 52.397197,4.87742 52.39722,4.877409 52.397242,4.877397 52.397267,4.877389 52.397285,4.877383 52.397296,4.877358 52.39735,4.877347 52.397372,4.877336 52.397394,4.877277 52.397383,4.877262 52.397381,4.877042 52.397341,4.87669 52.397278,4.876691 52.397274,4.876635 52.397264,4.876633 52.397268,4.876554 52.397254,4.876539 52.397251,4.876482 52.397241,4.876493 52.397219,4.876503 52.397197,4.876575 52.397046,4.876586 52.397024,4.876669 52.39685,4.87668 52.396828,4.876752 52.396677,4.876762 52.396655,4.876773 52.396634,4.876773 52.396634,4.876924 52.39666,4.876922 52.396664,4.876978 52.396674,4.87698 52.396671,4.877613 52.396784,4.877627 52.396786,4.877618 52.396805,4.877936 52.396862,4.87786 52.397022,4.877856 52.397031,4.877861 52.397032,4.877864 52.397028,4.877901 52.397035,4.87788 52.397077,4.877844 52.39707,4.877846 52.397066,4.87784 52.397064,4.877758 52.397234,4.87744 52.397177,4.877431 52.397197))";"4,877213";"52,3970075";
26866;"Ontmoetings- en activiteitencentrum";"BUURTHUIS";"Meeting- and activity center";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A02";1;"Vreeswijkpad 10 - 336 m2<br>";"03630022727746";1;336;0;"2018-01-31";20136191;"POLYGON((4.983557 52.297382,4.983556 52.297448,4.983556 52.297448,4.983299 52.297447,4.9833 52.297379,4.983318 52.297379,4.983318 52.297335,4.9833 52.297335,4.983301 52.297267,4.983411 52.297268,4.983411 52.297279,4.983447 52.297279,4.983447 52.297268,4.983558 52.297268,4.983557 52.297336,4.983539 52.297336,4.983539 52.29738,4.983557 52.297381,4.983557 52.297382))";"4,9834325";"52,2973505";
26867;"Kleinschalige bebouwing op sportterrein, golfterrein, manege";"GOLFBAAN";"Small buildings on sports field, golf course, equestrian center";"S";"Sport";"Sports";"S05";1;"Buikslotermeerdijk 141 - 982 m2<br>";"03630000597814";1;982;0;"2018-01-22";12208;"MULTIPOLYGON(((4.942416 52.409288,4.942256 52.409337,4.942307 52.4094,4.942174 52.409441,4.942123 52.409379,4.942097 52.409387,4.94202 52.409292,4.942046 52.409284,4.941937 52.40915,4.942069 52.40911,4.942178 52.409242,4.942338 52.409193,4.942416 52.409288)),((4.942312 52.409043,4.942163 52.409089,4.942129 52.409048,4.942279 52.409002,4.942312 52.409043)),((4.95704 52.402186,4.957003 52.402201,4.956984 52.402183,4.957021 52.402168,4.957036 52.402182,4.95704 52.402186)))";"4,9494925";"52,405797";
26868;"Camping - Jachthaven - Stadsstrand";"GAASPER CAMPING AMSTERDAM";"Camping - Marina - City beach";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A07";1;"Loosdrechtdreef 7 - 425 m2<br>";"03630000895061";1;425;0;"2018-02-10";24213;"MULTIPOLYGON(((4.9917 52.312537,4.991613 52.312528,4.991623 52.312492,4.991559 52.312485,4.991549 52.312521,4.991434 52.312509,4.991382 52.312689,4.991648 52.312718,4.9917 52.312537)),((4.990587 52.311577,4.990539 52.311553,4.990573 52.311528,4.990469 52.311475,4.990441 52.311487,4.990325 52.311575,4.990489 52.311653,4.990587 52.311577)),((4.990547 52.311891,4.99047 52.31185,4.990444 52.311851,4.990343 52.311922,4.990435 52.311971,4.990547 52.311891)),((4.990655 52.311997,4.99056 52.311948,4.990353 52.312101,4.990449 52.312149,4.990655 52.311997)),((4.991076 52.312458,4.990836 52.312433,4.990821 52.312487,4.990911 52.312539,4.991049 52.312552,4.991076 52.312458)),((4.991336 52.311194,4.991275 52.311165,4.991202 52.311183,4.991119 52.311209,4.991061 52.311233,4.991193 52.311297,4.991336 52.311194)),((4.991324 52.311361,4.991213 52.311307,4.991116 52.311381,4.991224 52.311435,4.991324 52.311361)),((4.991575 52.311311,4.991445 52.311246,4.991339 52.311328,4.991467 52.311392,4.991575 52.311311)),((4.991572 52.311483,4.991462 52.311429,4.991363 52.311503,4.991476 52.311559,4.991572 52.311483)),((4.991925 52.311367,4.991829 52.311319,4.991735 52.311392,4.99183 52.311438,4.991925 52.311367)),((4.991983 52.311214,4.991873 52.311159,4.991765 52.311243,4.991875 52.311299,4.991983 52.311214)),((4.992031 52.311717,4.991925 52.311657,4.991823 52.311732,4.991931 52.311792,4.992031 52.311717)),((4.992059 52.311552,4.991954 52.311634,4.992062 52.311688,4.992072 52.311689,4.992177 52.311611,4.992059 52.311552)),((4.992059 52.311552,4.992154 52.311482,4.992053 52.311431,4.991956 52.311501,4.992059 52.311552)),((4.992306 52.311375,4.992195 52.31132,4.992086 52.311405,4.992197 52.311461,4.992306 52.311375)),((4.992531 52.311801,4.992282 52.311676,4.992203 52.311734,4.992453 52.31186,4.992531 52.311801)),((4.993274 52.31292,4.992956 52.312886,4.992934 52.312961,4.993252 52.312995,4.993274 52.31292)))";"4,9918035";"52,3120695";
26871;"Bedrijf - Bedrijfsverzamelgebouw";"MEDIASERVICES";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Bolstoen 24 - 1212 m2<br>";"03630000936644";1;1212;0;"2017-10-12";12127;"POLYGON((4.788998 52.389511,4.788997 52.3898,4.789354 52.3898,4.789354 52.389791,4.789371 52.389789,4.789385 52.389783,4.789395 52.389774,4.789398 52.389764,4.789415 52.389764,4.789415 52.389693,4.789553 52.389693,4.789553 52.389511,4.788998 52.389511))";"4,789279";"52,389647";
26873;"Bedrijf - Bedrijfsverzamelgebouw";"MASTER CLEANERS";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Schakelstraat 2 - 688 m2<br>";"03630000805801";1;688;0;"2017-08-12";11904;"POLYGON((4.849409 52.38978,4.849866 52.389786,4.84987 52.389667,4.849415 52.389659,4.849409 52.38978))";"4,8496435";"52,389714";
26874;"Bedrijf - Bedrijfsverzamelgebouw";"SHURGARD";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Transformatorweg 24 - 7160 m2<br>";"03630001011674";1;7160;0;"2017-08-12";11957;"POLYGON((4.854888 52.392482,4.854869 52.392481,4.854868 52.392485,4.854847 52.392495,4.854843 52.392557,4.854845 52.39256,4.854801 52.392559,4.8548 52.392569,4.854796 52.392665,4.854794 52.392704,4.854614 52.392701,4.85453 52.3927,4.853821 52.392688,4.853733 52.392686,4.853743 52.392459,4.854712 52.392475,4.854815 52.392477,4.854815 52.392473,4.854832 52.392463,4.854855 52.392463,4.854869 52.392472,4.854869 52.392475,4.854871 52.392475,4.854871 52.392478,4.854888 52.392478,4.854888 52.392482))";"4,8543145";"52,392573";
26876;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Dukdalfweg 18 - 318 m2<br>";"03630001010076";1;318;0;"2017-11-22";20091669;"POLYGON((4.825626 52.416219,4.825655 52.416289,4.825656 52.416291,4.825654 52.416293,4.825556 52.416274,4.825326 52.416229,4.825325 52.416231,4.825283 52.416223,4.825284 52.416221,4.82534 52.416113,4.825603 52.416163,4.825583 52.416206,4.825624 52.416213,4.825626 52.416219))";"4,8254735";"52,4161955";
26877;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Dukdalfweg 24 - 229 m2<br>";"03630000993931";1;229;0;"2017-11-22";12045;"POLYGON((4.824944 52.416971,4.825178 52.417015,4.825224 52.416924,4.825012 52.416883,4.82499 52.416924,4.82497 52.41692,4.824944 52.416971))";"4,825088";"52,4169415";
26878;"Bedrijf - Bedrijfsverzamelgebouw";"IIWII";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Dukdalfweg 30 - 211 m2<br>";"03630000993934";1;211;0;"2017-11-22";12052;"POLYGON((4.825627 52.417121,4.82534 52.417066,4.825302 52.417139,4.825285 52.417174,4.825497 52.417215,4.825503 52.417213,4.825524 52.417173,4.825551 52.417177,4.825627 52.417121))";"4,82546";"52,4171345";
26879;"Bedrijf - Bedrijfsverzamelgebouw";"CROWN WORDWIDE GROUP & HB CRC";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Gyroscoopweg 17 - 4950 m2<br>Gyroscoopweg 19 - 4416 m2<br>Gyroscoopweg 15 - 8675 m2<br>";"03630022435844-03630022435833-03630002005399";3;18041;0;"2017-12-19";20092759;"MULTIPOLYGON(((4.839853 52.399654,4.83966 52.39943,4.83899 52.399645,4.839444 52.400174,4.840115 52.399959,4.839922 52.399736,4.839915 52.399738,4.839914 52.399736,4.839664 52.399817,4.839598 52.399739,4.839848 52.399658,4.839846 52.399656)),((4.839563 52.400983,4.8396 52.401025,4.83923 52.40114,4.839264 52.401179,4.839286 52.401171,4.839346 52.40124,4.839323 52.401247,4.839604 52.401572,4.839785 52.401513,4.839763 52.40149,4.840072 52.40139,4.840093 52.401415,4.840819 52.401181,4.840693 52.401038,4.84087 52.400981,4.840541 52.400597,4.840424 52.400635,4.840036 52.400188,4.839568 52.400339,4.839519 52.400283,4.838852 52.4005,4.839191 52.400893,4.839331 52.400848,4.839361 52.400883,4.839393 52.400872,4.839408 52.40089,4.839376 52.4009,4.839418 52.400949,4.839509 52.40092)))";"4,83986";"52,4005";
26880;"Kerk";"CHRISTIAN MISSION";"Church";"R";"Religie";"Religion";"R01";1;"Emilie Knappertstraat 49 - 250 m2<br>";"03630000632611";1;250;0;"2017-08-20";14590;"POLYGON((4.829166 52.349486,4.829316 52.349488,4.829316 52.349479,4.82935 52.34948,4.829355 52.349309,4.829172 52.349307,4.82917 52.349342,4.829186 52.349342,4.829186 52.34936,4.82917 52.34936,4.829166 52.349486))";"4,8292645";"52,3493905";
26883;"Vrijetijdslessen - Hobbyvereniging - Oefenruimte";"STICHTING JEUGDTENNIS";"Leisure reading - Hobby association - Music practice rooms";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A03";1;"Poederooienstraat 166 - 0 m2<br>";"03630000904305";1;0;1;"2018-01-31";20096227;"POLYGON((4.979799 52.298596,4.979843 52.298485,4.979716 52.298464,4.979666 52.298574,4.979799 52.298596))";"4,9797585";"52,298524";
26884;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Velserweg 28 - 0 m2<br>";"03630000853082";1;0;1;"2017-08-22";7924;"POLYGON((4.845611 52.386358,4.845502 52.386372,4.845528 52.38646,4.845638 52.386447,4.845611 52.386358))";"4,845574";"52,3864035";
26885;"Broedplaats - Atelier - Ambachtwerkplaats";"ATELIERS";"Art workplace - Craft workplace";"B";"Bedrijven";"Enterprises";"B03";1;"Diderotstraat 8 - 431 m2<br>Diderotstraat 10 - 0 m2<br>Diderotstraat 12 - 0 m2<br>Diderotstraat 14 - 0 m2<br>Diderotstraat 16 - 0 m2<br>Diderotstraat 18 - 0 m2<br>Diderotstraat 20 - 0 m2<br>Diderotstraat 22 - 0 m2<br>Diderotstraat 24 - 0 m2<br>Diderotstraat 28 - 0 m2<br>Diderotstraat 30 - 0 m2<br>Diderotstraat 26 - 0 m2<br>";"03630000622258-03630000622259-03630000622260-03630000622261-03630000622262-03630000622263-03630000622271-03630000622272-03630000622273-03630000622276-03630000622278-03630000622274";12;431;11;"2017-10-01";11237;"MULTIPOLYGON(((4.810093 52.375442,4.809973 52.375454,4.809984 52.375497,4.810004 52.375571,4.810098 52.375562,4.810104 52.375584,4.810121 52.375583,4.810115 52.37556,4.810131 52.375559,4.810136 52.375581,4.810154 52.37558,4.810148 52.375557,4.810244 52.375548,4.810213 52.37543)),((4.810552 52.375517,4.810647 52.375508,4.810652 52.37553,4.81067 52.375529,4.810664 52.375506,4.810679 52.375505,4.810685 52.375527,4.810703 52.375525,4.810697 52.375503,4.810793 52.375494,4.810762 52.375376,4.810521 52.375399)))";"4,810382";"52,37548";
26886;"Kantoor met publieksfunctie - Stadsloket - Bezoekerscentrum";"RECHTBANK DE BUNKER";"Office with public function - City desk -  Visitor center";"K";"Kantoren";"Offices";"K02";1;"Zuidermolenweg 3 - 0 m2<br>";"03630000881320";1;0;1;"2017-10-14";13414;"POLYGON((4.785797 52.360007,4.785972 52.360042,4.785985 52.360018,4.786059 52.360033,4.786046 52.360057,4.786215 52.360091,4.786353 52.359836,4.785935 52.359751,4.785797 52.360007))";"4,786079";"52,359914";
26891;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Adriaan van Oordthof 22 - 32 m2<br>";"03630000561892";1;32;0;"2017-10-01";20091557;"POLYGON((4.826576 52.376416,4.826643 52.376405,4.826674 52.37648,4.826607 52.376491,4.826576 52.376416))";"4,826629";"52,376441";
26893;"Café - Eetcafé";"LUNCHROOM";"Café - Diner pub";"H";"Horeca";"Hotels, bars, restaurants";"H03";1;"Pieter Calandlaan 79 - 85 m2<br>";"03630000774599";1;85;0;"2017-08-20";14463;"POLYGON((4.829115 52.356131,4.829191 52.356132,4.829195 52.356014,4.829119 52.356013,4.829115 52.356131))";"4,829159";"52,356065";
26894;"Onduidelijke niet-woonfunctie";"LEEGSTAND";"Unclear function";"X";"Onduidelijk";"Unclear";"X01";1;"Bijlmerplein 203 - 189 m2<br>";"03630000584539";1;189;0;"2018-02-23";24931;"POLYGON((4.951356 52.314593,4.951525 52.314646,4.951569 52.314598,4.951575 52.3146,4.951583 52.314592,4.951576 52.314589,4.951406 52.314535,4.951356 52.314593))";"4,9514735";"52,3145835";
26895;"Bedrijf - Bedrijfsverzamelgebouw";"STICHTING URBAN ACT COLLEGE AMSTERDAM";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Hoogoorddreef 2 - 3224 m2<br>";"03630000672708";1;3224;0;"2018-02-23";24972;"POLYGON((4.9557 52.314178,4.955727 52.314188,4.955751 52.314197,4.955735 52.314214,4.955888 52.314266,4.955908 52.314309,4.955837 52.314386,4.95613 52.314487,4.956148 52.314468,4.956226 52.314495,4.956209 52.314514,4.95633 52.314555,4.956359 52.31455,4.956555 52.314337,4.956572 52.314334,4.956567 52.314323,4.956648 52.314235,4.956643 52.314228,4.95636 52.314131,4.956349 52.314133,4.956259 52.314232,4.955865 52.314096,4.955884 52.314076,4.955815 52.314052,4.955708 52.314169,4.9557 52.314178))";"4,956178";"52,3142955";
26896;"Winkel dagelijkse food - Buurtsuper";"MARBIA CENTRE";"Store daily food - Neigborhoud groceries";"D";"Detailhandel";"Retail";"D04";1;"Bijlmerplein 859 - 163 m2<br>";"03630000585118";1;163;0;"2018-03-08";20093515;"POLYGON((4.954312 52.313695,4.954018 52.313591,4.954061 52.313546,4.954355 52.313648,4.954312 52.313695))";"4,9541905";"52,3136145";
26897;"Onduidelijke niet-woonfunctie";"";"Unclear function";"X";"Onduidelijk";"Unclear";"X01";1;"Marco Polostraat 225/H - 54 m2<br>";"03630000734720";1;54;0;"2017-07-31";6339;"POLYGON((4.854975 52.371186,4.855107 52.371202,4.855108 52.371199,4.855144 52.371203,4.855161 52.371152,4.855013 52.371133,4.85499 52.371142,4.854975 52.371186))";"4,855072";"52,3711615";
26898;"Café - Eetcafé";"";"Café - Diner pub";"H";"Horeca";"Hotels, bars, restaurants";"H03";1;"Dijkgraafplein 40 - 184 m2<br>";"03630000622612";1;184;0;"2017-09-25";13437;"POLYGON((4.78653 52.356248,4.786345 52.35621,4.786319 52.356257,4.786504 52.356295,4.78653 52.356248))";"4,7864285";"52,356246";
26899;"Kleinschalige bebouwing op sportterrein, golfterrein, manege";"OPSLAG BASKETBALVELD";"Small buildings on sports field, golf course, equestrian center";"S";"Sport";"Sports";"S05";1;"Anton Schleperspad 20 - 37 m2<br>";"03630001017506";1;37;0;"2017-09-03";14655;"POLYGON((4.810423 52.332718,4.810385 52.332709,4.8104 52.332684,4.810362 52.332675,4.810347 52.332698,4.810329 52.332693,4.810287 52.332759,4.810305 52.332763,4.810289 52.332788,4.810329 52.332798,4.810345 52.332773,4.810382 52.332782,4.810423 52.332718))";"4,810359";"52,332728";
26903;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Adriaan van Oordthof 20 - 32 m2<br>";"03630000561890";1;32;0;"2017-10-01";20092736;"POLYGON((4.826674 52.37648,4.826643 52.376405,4.82671 52.376395,4.826741 52.376469,4.826674 52.37648))";"4,826696";"52,3764295";
26904;"Particulier beroepsonderwijs - Vakscholen - Autorijschool";"SCHOOL SUCCES";"Private Vocational schools - Driving school";"O";"Onderwijs";"Education";"O05";1;"Wolbrantskerkweg 34 - 70 m2<br>";"03630000875884";1;70;0;"2017-10-24";13581;"POLYGON((4.796406 52.35794,4.796369 52.358008,4.796396 52.358014,4.796364 52.358074,4.796505 52.358103,4.796574 52.357974,4.796406 52.35794))";"4,796473";"52,358014";
26906;"Bedrijf - Bedrijfsverzamelgebouw";"W DE JONG";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Cornelis Outshoornstraat 33 - 58 m2<br>";"03630000609883";1;58;0;"2017-09-25";11866;"POLYGON((4.799431 52.381559,4.799522 52.38156,4.799524 52.381523,4.799575 52.381524,4.799577 52.381486,4.799556 52.381486,4.799556 52.381489,4.799434 52.381487,4.799431 52.381559))";"4,799508";"52,3815165";
26907;"Kantoor - Kantoorverzamelgebouw";"WIBORG";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";1;"Delflandplein 1 - 540 m2<br>";"03630000620435";1;540;0;"2017-10-14";26809;"POLYGON((4.840771 52.349301,4.840767 52.349578,4.841126 52.34958,4.841131 52.349303,4.841033 52.349303,4.841034 52.34928,4.84098 52.34928,4.84098 52.349302,4.840771 52.349301))";"4,840953";"52,3494235";
26908;"Onduidelijke niet-woonfunctie";"DIENSTVERBLIJF";"Unclear function";"X";"Onduidelijk";"Unclear";"X01";1;"Herman Bonpad 1 - 65 m2<br>";"03630000665487";1;65;0;"2017-11-06";20136179;"MULTIPOLYGON(((4.797869 52.367538,4.797869 52.367539,4.798087 52.367582,4.798101 52.367556,4.79822 52.367581,4.798265 52.367499,4.798146 52.367475,4.79812 52.367523,4.798048 52.367508,4.797901 52.367479)),((4.798367 52.367537,4.798321 52.367624,4.798742 52.367707,4.798788 52.36762)))";"4,7983275";"52,367589";
26910;"Broedplaats - Atelier - Ambachtwerkplaats";"";"Art workplace - Craft workplace";"B";"Bedrijven";"Enterprises";"B03";1;"Borgerstraat 209/H - 45 m2<br>";"03630000591956";1;45;0;"2017-03-15";5048;"POLYGON((4.861993 52.363962,4.862067 52.36398,4.862118 52.363898,4.862081 52.36389,4.862098 52.363865,4.862062 52.363856,4.861993 52.363962))";"4,8620595";"52,363912";
26915;"Bedrijf - Bedrijfsverzamelgebouw";"OPSLAGRUIMTEN";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Chasséstraat 41/H - 1000 m2<br>";"03630000604310";1;1000;0;"2017-06-22";6092;"POLYGON((4.861397 52.368469,4.86125 52.368458,4.861265 52.368387,4.861239 52.368385,4.86131 52.368048,4.861049 52.36803,4.860991 52.368314,4.861092 52.36832,4.861058 52.3685,4.861536 52.368534,4.861547 52.36848,4.861397 52.368469))";"4,861273";"52,3682735";
26916;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Marco Polostraat 242/H - 115 m2<br>Marco Polostraat 244/H - 115 m2<br>";"03630000734786-03630000734794";2;230;0;"2017-07-31";6341;"POLYGON((4.8552870 52.3715990,4.8553211 52.3714840,4.8556475 52.3715208,4.8556120 52.3716360,4.8554880 52.3716220,4.8555220 52.3715090,4.8554950 52.3715050,4.8554600 52.3716190,4.8554360 52.3716160,4.8552870 52.3715990))";"4,855466";"52,371558";
26919;"Bedrijf - Bedrijfsverzamelgebouw";"AMSTERDAM BIKE TAXI";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Lodewijk Boisotstraat 14/H - 125 m2<br>";"03630000726861";1;125;0;"2017-06-22";6758;"POLYGON((4.858149 52.36937,4.858128 52.369458,4.858226 52.369467,4.85827 52.36929,4.858171 52.369281,4.858149 52.36937))";"4,858203";"52,3693665";
26920;"Bedrijf - Bedrijfsverzamelgebouw";"VOLT";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Mercatorstraat 141/H - 310 m2<br>";"03630000742251";1;310;0;"2017-07-25";7878;"POLYGON((4.848584 52.374488,4.848647 52.374386,4.848541 52.374361,4.84834 52.374726,4.848424 52.374745,4.848551 52.37454,4.848833 52.374605,4.848865 52.374554,4.848584 52.374488))";"4,8486065";"52,374547";
26921;"Onduidelijke niet-woonfunctie";"";"Unclear function";"X";"Onduidelijk";"Unclear";"X01";1;"Reinaert de Vosstraat 21 - 56 m2<br>";"03630000790033";1;56;0;"2017-07-25";8014;"POLYGON((4.855449 52.378528,4.855582 52.378571,4.855627 52.37852,4.855495 52.378476,4.855449 52.378528))";"4,855542";"52,378518";
26924;"Bedrijf - Bedrijfsverzamelgebouw";"INTRACS";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Da Costastraat 117/O - 41 m2<br>";"03630000614400";1;41;0;"2017-03-19";20093283;"POLYGON((4.875285 52.367462,4.875471 52.367515,4.875484 52.367498,4.875456 52.36749,4.875466 52.367475,4.875308 52.36743,4.875285 52.367462))";"4,8753885";"52,367465";
26927;"Broedplaats - Atelier - Ambachtwerkplaats";"STORYTELLING";"Art workplace - Craft workplace";"B";"Bedrijven";"Enterprises";"B03";1;"Spaarndammerdijk 17/H - 90 m2<br>";"03630000814443";1;90;0;"2017-08-22";27495;"POLYGON((4.877443 52.391946,4.877545 52.391998,4.877606 52.391951,4.877504 52.391899,4.877443 52.391946))";"4,8775285";"52,39194";
26929;"Kantoor - Kantoorverzamelgebouw";"";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";1;"Van Hallstraat 79 - 37 m2<br>";"03630001005579";1;37;0;"2017-08-06";8917;"POLYGON((4.870968 52.382204,4.871085 52.382224,4.871102 52.382175,4.871005 52.382158,4.87098 52.382166,4.870968 52.382204))";"4,871039";"52,382184";
26930;"Onduidelijke niet-woonfunctie";"VERBOUWING";"Unclear function";"X";"Onduidelijk";"Unclear";"X01";1;"Van Kinsbergenstraat 38 - 150 m2<br>";"03630000841449";1;150;0;"2017-06-22";27571;"POLYGON((4.860699 52.368824,4.860688 52.368899,4.860656 52.368897,4.860658 52.368891,4.860592 52.368887,4.860511 52.368881,4.860523 52.368827,4.860541 52.368818,4.860602 52.36882,4.860699 52.368824))";"4,860609";"52,368852";
