OBJECTNUMMER;FUNCTIE2_OMS;ZAAKNAAM;FUNCTIE2_ENG;FUNCTIE1_ID;FUNCTIE1_OMS;FUNCTIE1_ENG;FUNCTIE2_ID;LAAG;ADRESSEN_LIJST;ADRESSEN_VOT;ADRESSEN_AANTAL;OPPERVLAKTE_SOM;OPPERVLAKTE_NUL;CHECKDATUM;ZAAK_ID;COORDS;LNG;LAT;
9947;"Consumentendienstverlening overig";"SLEUTEL-& DRANGER SERVICE";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Stadionkade 79 - 72 m2<br>";"03630000819060";1;72;0;"2017-06-04";2087;"POLYGON((4.866496 52.344268,4.86654 52.344281,4.866545 52.344274,4.866613 52.344295,4.866657 52.34424,4.866665 52.344243,4.8667 52.344199,4.866594 52.344168,4.866532 52.344246,4.866516 52.344249,4.866499 52.344244,4.866505 52.344256,4.866496 52.344268))";"4,866602";"52,344224";
9949;"Snackbar - IJssalon - Viskraam - Food-to-go";"KEMANG";"Snack bar - Ice cream - Fish stall - Food-to-go";"H";"Horeca";"Hotels, bars, restaurants";"H04";1;"Stadionweg 49 - 101 m2<br>";"03630000819508";1;101;0;"2017-06-17";2109;"POLYGON((4.876123 52.346733,4.876241 52.346738,4.876258 52.346563,4.876094 52.346573,4.876076 52.346732,4.876123 52.346733))";"4,876171";"52,3466445";
9950;"Winkel veel/vaak voorkomend";"PRIMERA";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Stadionweg 139 - 82 m2<br>";"03630000819687";1;82;0;"2017-06-04";2122;"POLYGON((4.865192 52.346039,4.865307 52.346053,4.865341 52.345958,4.865268 52.345948,4.865274 52.345931,4.865233 52.345926,4.865192 52.346039))";"4,8652705";"52,3459825";
9951;"Winkel overig";"CHABROL";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Stadionweg 147/H - 90 m2<br>";"03630000819702";1;90;0;"2017-06-04";2123;"POLYGON((4.864704 52.345972,4.864805 52.345986,4.864824 52.345931,4.864809 52.345929,4.864826 52.345883,4.864831 52.345869,4.864788 52.345863,4.864785 52.345872,4.864762 52.345881,4.864738 52.345878,4.864704 52.345972))";"4,8647715";"52,345918";
9952;"Consumentendienstverlening overig";"BASIC CARE";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Stadionweg 149/H - 105 m2<br>";"03630000819711";1;105;0;"2017-06-04";2124;"POLYGON((4.864604 52.345958,4.864704 52.345972,4.864738 52.345878,4.864638 52.345865,4.864604 52.345958))";"4,864675";"52,345912";
9953;"Winkel overig";"OLYMPUS ZONWERING";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Stadionweg 254 - 47 m2<br>";"03630000820017";1;47;0;"2017-06-30";2135;"POLYGON((4.863597 52.346182,4.863641 52.346187,4.863653 52.3462,4.863703 52.34618,4.863715 52.346192,4.863765 52.346172,4.863815 52.346179,4.863828 52.346144,4.863726 52.34613,4.86373 52.346118,4.863626 52.346102,4.863597 52.346182))";"4,8637165";"52,3461445";
9954;"Consumentendienstverlening overig";"WASSERETTE";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Turnerstraat 31 - 99 m2<br>";"03630000832403";1;99;0;"2017-06-30";2205;"POLYGON((4.861028 52.346654,4.861119 52.346733,4.861148 52.34672,4.861131 52.346705,4.861177 52.346686,4.861168 52.346678,4.861209 52.346661,4.861144 52.346604,4.861028 52.346654))";"4,8611225";"52,3466615";
9955;"Winkel overig";"THE SOCIETY SHOP";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Pieter Cornelisz. Hooftstraat 142/H - 221 m2<br>Van Baerlestraat 17/H - 155 m2<br>";"03630000770161-03630003684866";2;376;0;"2017-06-14";2220;"POLYGON((4.877902 52.359582,4.877726 52.359535,4.877704 52.35954,4.877665 52.359596,4.877856 52.359646,4.87783 52.359682,4.877918 52.359706,4.87799 52.359606))";"4,8778265";"52,35962";
9956;"Winkel overig";"DISTRICT TEN SEVENTYONE";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Van Baerlestraat 50 - 459 m2<br>";"03630000834818";1;459;0;"2017-06-14";2237;"POLYGON((4.878009 52.358219,4.878055 52.358232,4.878217 52.358278,4.878284 52.358186,4.878273 52.358169,4.878081 52.358118,4.878009 52.358219))";"4,8781505";"52,3581915";
9957;"Winkel overig";"TOMMY HILFIGER";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Pieter Cornelisz. Hooftstraat 101 - 543 m2<br>";"03630021977649";1;543;0;"2017-06-14";2305;"POLYGON((4.8793170 52.3597030,4.8793330 52.3596810,4.8794287 52.3597057,4.8793560 52.3598120,4.8793350 52.3598170,4.8791625 52.3597709,4.8792340 52.3596700,4.8792270 52.3596800,4.8793170 52.3597030))";"4,8792945";"52,3597425";
9958;"Autoverhuur garage";"ROLRENT AUTOVERHUUR DRIVE YOURSELF";"Car rental garage";"P";"Parkeren";"Parking";"P04";1;"Havenstraat 12/H - 299 m2<br>";"03630000659781";1;299;0;"2017-06-03";2434;"POLYGON((4.854741 52.349563,4.855098 52.34965,4.855252 52.349416,4.855065 52.34937,4.85498 52.349497,4.854998 52.349501,4.854963 52.349555,4.854777 52.349508,4.854741 52.349563))";"4,8550005";"52,3495035";
9959;"Winkel overig";"LAQUé BOUTIQUE";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 4 - 124 m2<br>";"03630000996453";1;124;0;"2017-06-14";2706;"POLYGON((4.87791 52.3582,4.877993 52.358222,4.878009 52.358219,4.878081 52.358118,4.877987 52.358093,4.87791 52.3582))";"4,8779995";"52,3581495";
9960;"Winkel overig";"EDHA";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 5/H - 324 m2<br>Willemsparkweg 7/H - 85 m2<br>Willemsparkweg 9/H - 569 m2<br>";"03630000872920-03630000872924-03630023644015";3;978;0;"2017-06-14";2708;"POLYGON((4.878241 52.357967,4.878309 52.357871,4.878152 52.357829,4.878243 52.357708,4.878157 52.357685,4.878003 52.357902,4.878241 52.357967))";"4,87816";"52,3578175";
9961;"Winkel overig";"EDHA";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 10/H - 142 m2<br>Willemsparkweg 10/1 - 60 m2<br>";"03630000872933-03630000872934";2;202;0;"2017-06-14";2710;"POLYGON((4.877461 52.35809,4.877509 52.358103,4.877503 52.358111,4.877532 52.358119,4.877622 52.357994,4.877545 52.357973,4.877461 52.35809))";"4,8775455";"52,3580385";
9962;"Winkel overig";"OOG IN OOG";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 13/H - 126 m2<br>";"03630000872943";1;126;0;"2017-06-14";2713;"POLYGON((4.877666 52.35781,4.877739 52.357831,4.877825 52.357719,4.877751 52.357698,4.877666 52.35781))";"4,8777495";"52,3577585";
9963;"Winkel overig";"WATERPROOF";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 24A - 154 m2<br>";"03630023496586";1;154;0;"2017-06-14";2717;"POLYGON((4.876933 52.357807,4.876847 52.357928,4.876936 52.357952,4.877022 52.357832,4.876933 52.357807))";"4,8769385";"52,357871";
9964;"Winkel overig";"CABINET";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 26 - 107 m2<br>";"03630000872961";1;107;0;"2017-06-14";2718;"POLYGON((4.876765 52.357906,4.876847 52.357928,4.876933 52.357807,4.876853 52.357786,4.876783 52.357882,4.876765 52.357906))";"4,876853";"52,35785";
9965;"Consumentendienstverlening overig";"THE CHANGERY";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Willemsparkweg 28/H - 88 m2<br>";"03630000872964";1;88;0;"2017-06-14";2719;"POLYGON((4.876707 52.357861,4.876783 52.357882,4.876853 52.357786,4.876777 52.357765,4.876707 52.357861))";"4,876784";"52,357816";
9966;"Consumentendienstverlening overig";"SALON B";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Willemsparkweg 30/H - 282 m2<br>";"03630000872967";1;282;0;"2017-06-14";2720;"POLYGON((4.87656 52.357916,4.876649 52.35794,4.876707 52.357861,4.876777 52.357765,4.876688 52.357741,4.876617 52.357838,4.87656 52.357916))";"4,8766725";"52,357833";
9967;"Winkel overig";"TAHLIAN-S";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 57/H - 117 m2<br>";"03630000873015";1;117;0;"2017-06-14";2731;"POLYGON((4.875657 52.357262,4.875747 52.357286,4.875833 52.357166,4.875745 52.357142,4.875657 52.357262))";"4,875749";"52,3572075";
9968;"Winkel overig";"NOLABEL";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 66/H - 180 m2<br>";"03630001021530";1;180;0;"2017-06-14";2734;"POLYGON((4.875027 52.357287,4.874956 52.357386,4.875048 52.35741,4.87512 52.357312,4.875027 52.357287))";"4,875042";"52,357341";
9969;"Winkel overig";"CANAPEE";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 68A - 173 m2<br>";"03630010953744";1;173;0;"2017-06-14";2735;"POLYGON((4.87485 52.357358,4.874956 52.357386,4.875027 52.357287,4.874923 52.357257,4.874866 52.357335,4.87485 52.357358))";"4,8749425";"52,357314";
9970;"Winkel overig";"OSKA";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 71/H - 62 m2<br>Willemsparkweg 71/1 - 110 m2<br>";"03630000873038-03630000873039";2;172;0;"2017-06-14";2737;"POLYGON((4.875042 52.357095,4.875127 52.357117,4.875196 52.357026,4.875113 52.357003,4.875042 52.357095))";"4,875123";"52,3570545";
9971;"Consumentendienstverlening overig";"LORENZO COIFFURES";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Willemsparkweg 81 - 94 m2<br>";"03630000873049";1;94;0;"2017-06-14";2742;"POLYGON((4.874354 52.356908,4.874391 52.356919,4.874531 52.356872,4.874477 52.35681,4.874408 52.356832,4.874354 52.356908))";"4,8744465";"52,3568585";
9972;"Consumentendienstverlening overig";"ENGEL & VÖLKERS";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Willemsparkweg 89/H - 122 m2<br>";"03630000873063";1;122;0;"2017-06-14";2743;"POLYGON((4.874174 52.356858,4.874265 52.356883,4.874334 52.356787,4.874359 52.356754,4.874317 52.356743,4.874293 52.356776,4.874244 52.356762,4.874174 52.356858))";"4,8742705";"52,3568045";
9973;"Consumentendienstverlening overig";"BERGMAN BEAUTY CLINIC";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Willemsparkweg 151/H - 160 m2<br>";"03630000873166";1;160;0;"2017-06-12";2757;"POLYGON((4.8714270 52.3559730,4.8714670 52.3559840,4.8714570 52.3559970,4.8715050 52.3560100,4.8714280 52.3561130,4.8713400 52.3560900,4.8714270 52.3559730))";"4,8714215";"52,3560415";
9974;"Winkel overig";"NICO VAN DER LAAN FOTOWINKEL";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 153/H - 72 m2<br>";"03630000873170";1;72;0;"2017-06-12";2760;"POLYGON((4.871253 52.356067,4.87134 52.35609,4.871427 52.355973,4.871387 52.355962,4.871376 52.355976,4.871329 52.355963,4.871253 52.356067))";"4,871344";"52,356019";
9975;"Winkel overig";"QP EXCLUSUSIEVE HORLOGES";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 154/H - 94 m2<br>";"03630001007597";1;94;0;"2017-06-12";2761;"POLYGON((4.870835 52.356207,4.87092 52.356303,4.870997 52.356277,4.870912 52.356181,4.870835 52.356207))";"4,87092";"52,3562345";
9976;"Winkel overig";"PARK W";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 156/H - 104 m2<br>";"03630000873176";1;104;0;"2017-06-12";2763;"POLYGON((4.870758 52.356232,4.870844 52.356329,4.87092 52.356303,4.870835 52.356207,4.870758 52.356232))";"4,870843";"52,356261";
9977;"Winkel overig";"WYNIA";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 157/H - 74 m2<br>";"03630000873179";1;74;0;"2017-06-12";2764;"POLYGON((4.871044 52.355996,4.871048 52.356012,4.871172 52.356045,4.871221 52.355977,4.871208 52.355974,4.871044 52.355996))";"4,8711365";"52,3560015";
9978;"Winkel overig";"WIJNKOPERIJ DE GOUDEN TON";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 158/H - 140 m2<br>";"03630000873181";1;140;0;"2017-06-12";2765;"POLYGON((4.870683 52.356257,4.870768 52.356354,4.870844 52.356329,4.870758 52.356232,4.870683 52.356257))";"4,8707675";"52,356286";
9979;"Winkel overig";"WYNIA";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 159/H - 63 m2<br>";"03630000873183";1;63;0;"2017-06-12";2766;"POLYGON((4.871022 52.355945,4.871044 52.355996,4.871208 52.355974,4.871215 52.355964,4.871199 52.35592,4.871022 52.355945))";"4,8711225";"52,355952";
9980;"Onduidelijke niet-woonfunctie";"";"Unclear function";"X";"Onduidelijk";"Unclear";"X01";1;"Willemsparkweg 165/H - 46 m2<br>";"03630000873195";1;46;0;"2017-06-14";2768;"POLYGON((4.870981 52.355843,4.871115 52.35582,4.871001 52.35579,4.870974 52.355828,4.870981 52.355843))";"4,8710485";"52,355811";
9981;"Winkel overig";"ETIQUETTE";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 166/H - 122 m2<br>";"03630000873197";1;122;0;"2017-06-12";2769;"POLYGON((4.870349 52.356077,4.87018 52.356101,4.870196 52.356153,4.87037 52.356129,4.870349 52.356077))";"4,870279";"52,3561085";
9982;"Winkel overig";"HET  HAARTHEATER";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 168A - 132 m2<br>";"03630001170284";1;132;0;"2017-06-12";2770;"POLYGON((4.870164 52.356049,4.87018 52.356101,4.870349 52.356077,4.870327 52.356025,4.870164 52.356049))";"4,8702605";"52,356055";
9984;"Onduidelijke niet-woonfunctie";"";"Unclear function";"X";"Onduidelijk";"Unclear";"X01";1;"Willemsparkweg 171 - 90 m2<br>";"03630000873202";1;90;0;"2017-06-14";2772;"POLYGON((4.870627 52.355691,4.870688 52.355762,4.87071 52.355755,4.870735 52.355718,4.870627 52.355691))";"4,870685";"52,3557195";
9985;"Winkel overig";"NIKKIE";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Willemsparkweg 175/H - 158 m2<br>";"03630000873208";1;158;0;"2017-06-12";2773;"POLYGON((4.870438 52.355703,4.870446 52.355712,4.870535 52.355813,4.870613 52.355787,4.870523 52.355688,4.870515 52.355679,4.870438 52.355703))";"4,8705295";"52,3557405";
9986;"Consumentendienstverlening overig";"JAN VAN WIJK TWEEWIELERS";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Willemsparkweg 179/H - 51 m2<br>Willemsparkweg 181/H - 65 m2<br>";"03630000873215-03630000873219";2;116;0;"2017-06-12";2776;"POLYGON((4.870461 52.355837,4.870372 52.355736,4.870385 52.355731,4.870367 52.355713,4.870377 52.355699,4.870292 52.355677,4.87021 52.355783,4.870438 52.355844,4.870461 52.355837))";"4,8703395";"52,355754";
9987;"Consumentendienstverlening overig";"BIASCA COIFFURES AMSTERDAM";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Willemsparkweg 213/H - 71 m2<br>";"03630000996180";1;71;0;"2017-06-12";2783;"POLYGON((4.868748 52.355387,4.868832 52.355411,4.868918 52.355299,4.868833 52.355276,4.868748 52.355387))";"4,868837";"52,355336";
9988;"Winkel overig";"KANTOORBOEKHANDEL";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 5 - 171 m2<br>";"03630000579072";1;171;0;"2017-02-12";2864;"POLYGON((4.878555 52.350038,4.878645 52.35012,4.87881 52.350052,4.878752 52.35,4.878738 52.350006,4.878705 52.349976,4.878555 52.350038))";"4,8786865";"52,3500415";
9989;"Winkel overig";"LEEGSTAND";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 3 - 163 m2<br>";"03630000579064";1;163;0;"2017-02-12";2865;"POLYGON((4.878645 52.35012,4.878735 52.350201,4.878836 52.350159,4.878837 52.350153,4.878878 52.350134,4.878876 52.350131,4.87885 52.350108,4.878864 52.350102,4.87881 52.350052,4.878645 52.35012))";"4,8787655";"52,3501195";
9990;"Winkel overig";"MINI MARKT";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 5A - 230 m2<br>";"03630000579073";1;230;0;"2017-02-12";2866;"POLYGON((4.878465 52.349956,4.878555 52.350038,4.878705 52.349976,4.878673 52.349946,4.878687 52.34994,4.87863 52.349888,4.878465 52.349956))";"4,878589";"52,3499555";
9991;"Winkel veel/vaak voorkomend";"CLAUDIA STRATER";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 9B - 273 m2<br>";"03630000579094";1;273;0;"2017-02-12";2868;"POLYGON((4.878343 52.349845,4.878493 52.349783,4.878507 52.349776,4.878392 52.349671,4.878377 52.349677,4.878343 52.349646,4.878211 52.349701,4.878231 52.349743,4.878343 52.349845))";"4,878363";"52,349738";
9992;"Consumentendienstverlening overig";"ING";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Apollolaan 87/H - 0 m2<br>Beethovenstraat 6/H - 0 m2<br>Beethovenstraat 8/H - 80 m2<br>";"03630000571401-03630000579077-03630000579086";3;80;2;"2017-06-17";2870;"POLYGON((4.877956 52.350185,4.877968 52.350196,4.877992 52.350199,4.878014 52.350219,4.878051 52.350222,4.878113 52.350277,4.878084 52.350282,4.878067 52.350276,4.878043 52.35028,4.87803 52.350275,4.877993 52.350282,4.87803 52.350356,4.878018 52.350359,4.878026 52.350376,4.878281 52.350331,4.87828 52.350328,4.878291 52.350326,4.878306 52.350302,4.878231 52.350234,4.878239 52.350231,4.878115 52.350119,4.877956 52.350185))";"4,878135";"52,3502395";
9993;"Winkel overig";"SCAPA";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 10/H - 216 m2<br>";"03630000579095";1;216;0;"2017-02-12";2871;"POLYGON((4.877893 52.350136,4.877918 52.350159,4.877927 52.350159,4.877956 52.350185,4.878115 52.350119,4.878059 52.350068,4.877913 52.350127,4.877893 52.350136))";"4,878008";"52,3501195";
9994;"Winkel overig";"DIK JUWELIER BEETHOVENSTRAAT";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 11/H - 144 m2<br>";"03630011211591";1;144;0;"2017-02-12";2872;"POLYGON((4.877934 52.34947,4.87798 52.349512,4.878154 52.349441,4.878119 52.349409,4.878072 52.349429,4.878059 52.349418,4.877934 52.34947))";"4,878048";"52,3494535";
9995;"Winkel overig";"OOG & BRIL";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 12/H - 130 m2<br>";"03630000579102";1;130;0;"2017-02-12";2873;"POLYGON((4.877838 52.35008,4.877869 52.350109,4.877886 52.350102,4.877913 52.350127,4.878059 52.350068,4.877998 52.350013,4.877838 52.35008))";"4,8779525";"52,3500625";
9996;"Winkel overig";"MC BLOOM";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 13/H - 127 m2<br>";"03630000579105";1;127;0;"2017-02-12";2874;"POLYGON((4.877882 52.349425,4.877934 52.34947,4.878059 52.349418,4.878059 52.349402,4.878022 52.349367,4.877882 52.349425))";"4,8779745";"52,3494115";
9997;"Winkel overig";"LEEGSTAND";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 14/H - 159 m2<br>";"03630022864102";1;159;0;"2017-02-12";2875;"POLYGON((4.877795 52.350018,4.877825 52.350046,4.877809 52.350053,4.877838 52.35008,4.877998 52.350013,4.877939 52.349959,4.877795 52.350018))";"4,8779005";"52,350013";
9998;"Winkel overig";"VAN DYCK";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 15/H - 105 m2<br>";"03630000579110";1;105;0;"2017-02-12";2876;"POLYGON((4.877835 52.34938,4.877882 52.349425,4.878022 52.349367,4.877973 52.349323,4.877835 52.34938))";"4,8779325";"52,3493665";
9999;"Winkel overig";"POP UP STORE";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Jan van Eijckstraat 2/H - 307 m2<br>";"03630000687029";1;307;0;"2017-06-17";2879;"POLYGON((4.877588 52.349904,4.877675 52.349983,4.877711 52.349968,4.87771 52.349955,4.877725 52.349949,4.877752 52.349954,4.877877 52.349903,4.877796 52.34983,4.877773 52.349827,4.877588 52.349904))";"4,8777365";"52,3498965";
10000;"Consumentendienstverlening overig";"VAKANTIE XPERTS";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Beethovenstraat 21/H - 130 m2<br>";"03630000579120";1;130;0;"2017-02-12";2880;"POLYGON((4.877686 52.349246,4.877736 52.34929,4.877874 52.349233,4.877826 52.349188,4.877686 52.349246))";"4,877784";"52,3492325";
10001;"Winkel veel/vaak voorkomend";"DOUGLAS";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 22 - 278 m2<br>";"03630022577567";1;278;0;"2017-02-12";2881;"POLYGON((4.877512 52.34957,4.877369 52.349636,4.877408 52.349671,4.877436 52.349674,4.87745 52.349687,4.877533 52.349763,4.877665 52.349709,4.877512 52.34957))";"4,877521";"52,34966";
10002;"Winkel overig";"TEA IN THE CITY";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 23/H - 97 m2<br>";"03630000579124";1;97;0;"2017-02-12";2882;"POLYGON((4.877636 52.349199,4.877686 52.349246,4.877826 52.349188,4.877775 52.349142,4.877636 52.349199))";"4,877735";"52,3491865";
10003;"Winkel overig";"WIJNHANDEL DE LOGIE";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 27 - 59 m2<br>";"03630000579135";1;59;0;"2017-02-12";2883;"POLYGON((4.877636 52.349199,4.877775 52.349142,4.877758 52.349126,4.87773 52.349127,4.877726 52.3491,4.877656 52.349104,4.87766 52.349125,4.877596 52.349151,4.877593 52.34916,4.877636 52.349199))";"4,877688";"52,349143";
10004;"Winkel overig";"GROVEN MEN SHOP";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 27A - 155 m2<br>";"03630000579136";1;155;0;"2017-02-12";2884;"POLYGON((4.877644 52.34903,4.877656 52.349104,4.877726 52.3491,4.87773 52.349127,4.877758 52.349126,4.877775 52.349108,4.877822 52.349106,4.877839 52.349121,4.877884 52.349118,4.87787 52.349017,4.877644 52.34903))";"4,877768";"52,3490645";
10005;"Winkel dagelijkse food - Buurtsuper";"VISWINKEL";"Store daily food - Neigborhoud groceries";"D";"Detailhandel";"Retail";"D04";1;"Beethovenstraat 29 - 115 m2<br>";"03630000761433";1;115;0;"2017-02-12";2885;"POLYGON((4.877574 52.348815,4.877584 52.348881,4.877648 52.348877,4.877638 52.348812,4.877574 52.348815))";"4,877615";"52,3488375";
10006;"Winkel overig";"VAN ROSSUM BOEKHANDEL";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 30/H - 299 m2<br>";"03630023458652";1;299;0;"2017-02-12";2886;"POLYGON((4.877241 52.349517,4.877276 52.34955,4.877262 52.349556,4.877287 52.349579,4.877303 52.349572,4.877448 52.349512,4.877387 52.349456,4.877241 52.349517))";"4,8773485";"52,349509";
10007;"Winkel dagelijkse food - Buurtsuper";"KAAS EN ZO";"Store daily food - Neigborhoud groceries";"D";"Detailhandel";"Retail";"D04";1;"Beethovenstraat 31 - 101 m2<br>";"03630000758804";1;101;0;"2017-02-12";2887;"POLYGON((4.877564 52.34875,4.877574 52.348815,4.877638 52.348812,4.877721 52.348807,4.877711 52.348741,4.877564 52.34875))";"4,8776465";"52,348771";
10008;"Winkel overig";"VAN ROSSUM BOEKHANDEL";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 32/2 - 74 m2<br>Beethovenstraat 32/1 - 76 m2<br>";"03630023754045-03630023458641";2;150;0;"2017-02-12";2888;"POLYGON((4.877165 52.349467,4.877227 52.349523,4.877241 52.349517,4.877387 52.349456,4.877326 52.349401,4.877165 52.349467))";"4,87728";"52,349456";
10009;"Winkel veel/vaak voorkomend";"HOLLAND & BARRET";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 33 - 100 m2<br>";"03630000759142";1;100;0;"2017-02-12";2889;"POLYGON((4.877554 52.348684,4.877564 52.34875,4.877711 52.348741,4.877701 52.348675,4.877554 52.348684))";"4,8776365";"52,348704";
10010;"Winkel veel/vaak voorkomend";"ICI PARIS";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 34/H - 176 m2<br>";"03630000579146";1;176;0;"2017-02-12";2890;"POLYGON((4.877165 52.349467,4.877326 52.349401,4.877265 52.349344,4.877106 52.349412,4.877115 52.34942,4.877095 52.349428,4.877114 52.349445,4.877133 52.349438,4.877165 52.349467))";"4,8772145";"52,349399";
10011;"Snackbar - IJssalon - Viskraam - Food-to-go";"IJSCUYPJE";"Snack bar - Ice cream - Fish stall - Food-to-go";"H";"Horeca";"Hotels, bars, restaurants";"H04";1;"Beethovenstraat 40 - 54 m2<br>";"03630000579157";1;54;0;"2017-02-12";2893;"POLYGON((4.87695 52.349269,4.877014 52.349326,4.877062 52.349307,4.877051 52.349297,4.877093 52.34928,4.877082 52.349271,4.877152 52.349242,4.877109 52.349202,4.876965 52.349262,4.87695 52.349269))";"4,877055";"52,349257";
10012;"Lunchroom - Coffee-wifi (non-alcohol)";"DUNKIN DONUTS";"Lunchroom - Coffee-wifi (non-alcohol)";"H";"Horeca";"Hotels, bars, restaurants";"H05";1;"Beethovenstraat 40A - 67 m2<br>";"03630000579158";1;67;0;"2017-06-30";2894;"POLYGON((4.876952 52.349251,4.876965 52.349262,4.877109 52.349202,4.877046 52.349145,4.876962 52.349142,4.876952 52.349251))";"4,8770345";"52,3491945";
10013;"Winkel overig";"FLEUR DE LYS";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"";"";0;0;0;"2017-07-08";2896;"POLYGON((4.877299 52.348218,4.877309 52.348283,4.877416 52.348276,4.877412 52.348245,4.87745 52.348242,4.877445 52.34821,4.877299 52.348218))";"4,8773785";"52,348241";
10014;"Winkel veel/vaak voorkomend";"AKO";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 42 - 184 m2<br>";"03630000579159";1;184;0;"2017-02-12";2897;"POLYGON((4.876947 52.348802,4.876763 52.348811,4.876773 52.348883,4.876745 52.348882,4.876741 52.348927,4.876917 52.348934,4.87694 52.348921,4.876939 52.348909,4.876963 52.348908,4.876962 52.348899,4.876956 52.3489,4.876955 52.348893,4.876961 52.348892,4.876959 52.348876,4.876953 52.348877,4.876952 52.34887,4.876958 52.34887,4.876956 52.34886,4.87695 52.348861,4.876946 52.348831,4.876952 52.348831,4.876947 52.348802))";"4,876856";"52,348861";
10015;"Winkel overig";"BE ONE";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Beethovenstraat 46/H - 245 m2<br>";"03630000579165";1;245;0;"2017-02-12";2898;"POLYGON((4.876763 52.348811,4.876947 52.348802,4.876933 52.348709,4.87675 52.34872,4.876763 52.348811))";"4,8768525";"52,3487515";
10016;"Winkel veel/vaak voorkomend";"WE";"Shop you see a lot";"D";"Detailhandel";"Retail";"D02";1;"Beethovenstraat 48/H - 206 m2<br>";"03630000579169";1;206;0;"2017-02-12";2899;"POLYGON((4.876734 52.348609,4.87675 52.34872,4.876933 52.348709,4.876917 52.348599,4.876734 52.348609))";"4,8768375";"52,348653";
